DATE,Rainfall Rate,Rainfall level,Water level,Class,elevation,Slope,Distance from River
26/02/2024 18:00,0,LIGHT,4424.6625,HIGH,7.7,1.85558569,94.74
26/02/2024 19:00,0,LIGHT,4412.267782,HIGH,7.9,0.6562494,87.4
26/02/2024 20:00,0,LIGHT,4398.522822,HIGH,6.3,0.6562494,54.86
26/02/2024 21:00,0,LIGHT,4389.495833,HIGH,7.1,1.46716166,24.175
26/02/2024 22:00,0,LIGHT,4381.325103,HIGH,6.4,2.20014167,76.97
26/02/2024 23:00,0,LIGHT,4371.35124,HIGH,5.7,0.73370111,115.83
27/02/2024 00:00,0,LIGHT,4365.767635,HIGH,5.7,0.32813546,123.63
27/02/2024 01:00,0,LIGHT,4392.612245,HIGH,5.5,1.46716166,211.3
27/02/2024 02:00,0,LIGHT,4414.004082,HIGH,2.8,2.07442665,267.43
27/02/2024 03:00,0,LIGHT,4370.995885,HIGH,4.3,1.35270059,372.3
27/02/2024 04:00,0,LIGHT,4362.516807,HIGH,4.6,0.32813546,432.05
27/02/2024 05:00,0,LIGHT,4355,HIGH,4.7,2.10017395,462.9
27/02/2024 06:00,0,LIGHT,4346.230126,HIGH,4.1,1.67271197,505
27/02/2024 07:00,0,LIGHT,4338.945833,HIGH,3.6,2.10017395,522.7
27/02/2024 08:00,0,LIGHT,4362.046414,HIGH,3.5,3.228374,538.1
27/02/2024 09:00,0,LIGHT,4388.133333,HIGH,3.4,3.61959124,522.1
27/02/2024 10:00,0,LIGHT,4409.244813,HIGH,4.5,1.31232667,489.2
27/02/2024 11:00,0,LIGHT,4420.817427,HIGH,5.8,6.53430367,196.96
27/02/2024 12:00,0,LIGHT,4422.6,HIGH,5.7,4.68774796,104.49
27/02/2024 13:00,0,LIGHT,4428.104167,HIGH,7.6,2.96876574,19.505
27/02/2024 14:00,0,LIGHT,4413.1625,HIGH,4.5,4.39381409,29.57
27/02/2024 15:00,0,LIGHT,4402.345833,HIGH,5.2,1.76652288,43.14
27/02/2024 16:00,0,LIGHT,4411.029046,HIGH,6.5,0.46404853,62.66
27/02/2024 17:00,0,LIGHT,4436.1125,HIGH,8.1,0.92803621,79.43
27/02/2024 18:00,0,LIGHT,4404.937238,HIGH,8.4,1.67271197,84.56
27/02/2024 19:00,0,LIGHT,4389.485356,HIGH,9.2,1.67271197,99.82
27/02/2024 20:00,0,LIGHT,4381.866109,HIGH,9.6,1.91265225,110.96
27/02/2024 21:00,0,LIGHT,4382.22314,HIGH,9.7,1.64024699,131.52
27/02/2024 22:00,0,LIGHT,4377.103734,HIGH,9.8,2.10017395,142.26
27/02/2024 23:00,0,LIGHT,4365.72314,HIGH,9,3.6637044,156.1
28/02/2024 00:00,0,LIGHT,4353.975,HIGH,5.2,6.20166731,213.6
28/02/2024 01:00,0,LIGHT,4350.828452,HIGH,6.1,6.34523964,180.03
28/02/2024 02:00,0,LIGHT,4362.6125,HIGH,6.7,3.42179823,167.78
28/02/2024 03:00,0,LIGHT,4358.168724,HIGH,7.1,2.96876574,146.84
28/02/2024 04:00,0,LIGHT,4348.572614,HIGH,6.9,3.5296936,132.03
28/02/2024 05:00,0,LIGHT,4345.705394,HIGH,5.4,0.46404853,54.56
28/02/2024 06:00,0,LIGHT,4339.780083,HIGH,5.3,1.03755331,41.84
28/02/2024 07:00,0,LIGHT,4342.110638,HIGH,5.2,2.70389485,30.17
28/02/2024 08:00,0,LIGHT,4360.164557,HIGH,8.8,1.18295407,74.99
28/02/2024 09:00,0,LIGHT,4380.149378,HIGH,6.2,1.64024699,195.7
28/02/2024 10:00,0,LIGHT,4398.091286,HIGH,6.1,1.76652288,206
28/02/2024 11:00,0,LIGHT,4412.616667,HIGH,11,1.64024699,300.1
28/02/2024 12:00,0,LIGHT,4419.470833,HIGH,5.6,0.32813546,361.16
28/02/2024 13:00,0,LIGHT,4426.633333,HIGH,6,0.98432028,448.35
28/02/2024 14:00,0,LIGHT,4423.294606,HIGH,2.4,1.39190221,510.7
28/02/2024 15:00,0,LIGHT,4415.308333,HIGH,2,2.31902623,521.6
28/02/2024 16:00,0,LIGHT,4419.268595,HIGH,8.3,3.93148661,322
28/02/2024 17:00,0,LIGHT,4415.435685,HIGH,9.2,3.27780986,316
28/02/2024 18:00,0,LIGHT,4403.3625,HIGH,9.6,1.91265225,302
28/02/2024 19:00,0,LIGHT,4401.644628,HIGH,9.3,1.91265225,269
28/02/2024 20:00,0,LIGHT,4396.576132,HIGH,8.8,1.85558569,261
28/02/2024 21:00,0,LIGHT,4392.311203,HIGH,8.9,2.20014167,240.34
28/02/2024 22:00,0,LIGHT,4386.520661,HIGH,8.6,3.10994267,221.56
28/02/2024 23:00,0,LIGHT,4395.381743,HIGH,8.7,3.09265065,210.1
29/02/2024 00:00,0,LIGHT,4387.458678,HIGH,9,1.99518502,198.1
29/02/2024 01:00,0,LIGHT,4377.82716,HIGH,9,2.9324019,187.1
29/02/2024 02:00,0,LIGHT,4372.512397,HIGH,11.3,3.42179823,141.14
29/02/2024 03:00,0,LIGHT,4363.904564,HIGH,12.2,4.25795174,123.6
29/02/2024 04:00,0,LIGHT,4364.614108,HIGH,12.4,4.27048397,118.64
29/02/2024 05:00,0,LIGHT,4351.375,HIGH,12.8,3.02248573,97.69
29/02/2024 06:00,0,LIGHT,4342.895833,HIGH,12.7,0.73370111,78.11
29/02/2024 07:00,0,LIGHT,4347.827586,HIGH,12.3,2.78216338,72.18
29/02/2024 08:00,0,LIGHT,4359.087866,HIGH,11,5.4448719,46.33
29/02/2024 09:00,0,LIGHT,4373.570833,HIGH,10.2,4.39381409,33.99
29/02/2024 10:00,0,LIGHT,4380.020833,HIGH,9.8,0.73370111,27.514
29/02/2024 11:00,0,LIGHT,4393.354167,HIGH,7.8,2.38750553,9.087
29/02/2024 12:00,0,LIGHT,4425.871901,HIGH,7.3,2.10017395,4.069
29/02/2024 13:00,0,LIGHT,4428.383333,HIGH,7.3,2.70389485,22.625
29/02/2024 14:00,0,LIGHT,4413.679167,HIGH,8.1,3.02248573,35.62
29/02/2024 15:00,0,LIGHT,4414.568465,HIGH,14.5,3.228374,73.33
29/02/2024 16:00,0,LIGHT,4415.617284,HIGH,16,3.94507098,86.2
29/02/2024 17:00,0,LIGHT,4410.38843,HIGH,16.3,4.76674843,103.46
29/02/2024 18:00,0,LIGHT,4398.879668,HIGH,15.9,2.96876574,108.8
29/02/2024 19:00,0,LIGHT,4390.954167,HIGH,15.1,1.03755331,118.97
29/02/2024 20:00,0,LIGHT,4385.178423,HIGH,14.7,0.92803621,130.1
29/02/2024 21:00,0,LIGHT,4382.714876,HIGH,14.7,1.18295407,139.4
29/02/2024 22:00,0,LIGHT,4380.72428,HIGH,14.2,1.67271197,144.12
29/02/2024 23:00,0,LIGHT,4378.074689,HIGH,13.9,2.36490035,147.6
01/03/2024 00:00,0,LIGHT,4364.681818,HIGH,13.6,3.10994267,142.36
01/03/2024 01:00,0,LIGHT,4356.587755,HIGH,13.2,3.228374,140.24
01/03/2024 02:00,0,LIGHT,4352.275304,HIGH,13,4.30785942,124.18
01/03/2024 03:00,0,LIGHT,4353.288066,HIGH,13,5.89472437,115.38
01/03/2024 04:00,0,LIGHT,4350.487705,HIGH,13,6.28653145,105.53
01/03/2024 05:00,0,LIGHT,4347.348548,HIGH,13,6.86567736,94.67
01/03/2024 06:00,0,LIGHT,4346.713693,HIGH,13,5.59894562,89.23
01/03/2024 07:00,0,LIGHT,4358.930041,HIGH,13,3.09265065,83.97
01/03/2024 08:00,0,LIGHT,4361.170732,HIGH,13,1.39190221,79.56
01/03/2024 09:00,0,LIGHT,4373.216667,HIGH,12.5,2.56114078,53.85
01/03/2024 10:00,0,LIGHT,4385.049793,HIGH,11.7,5.17422199,44.175
01/03/2024 11:00,0,LIGHT,4398.311203,HIGH,9.8,1.85558569,30.13
01/03/2024 12:00,0,LIGHT,4412.495833,HIGH,9.7,3.70728707,30.18
01/03/2024 13:00,0,LIGHT,4414.9625,HIGH,9.5,1.03755331,23.104
01/03/2024 14:00,0,LIGHT,4408.391667,HIGH,9.1,1.46716166,13.39
01/03/2024 15:00,0,LIGHT,4403.083333,HIGH,8.7,1.03755331,3.401
01/03/2024 16:00,0,LIGHT,4394.564315,HIGH,9.6,1.46716166,10.918
01/03/2024 17:00,0,LIGHT,4379.225,HIGH,10.8,1.67271197,20.615
01/03/2024 18:00,0,LIGHT,4387.066667,HIGH,11.3,1.64024699,29.49
01/03/2024 19:00,0,LIGHT,4394.225,HIGH,12,1.31232667,35.88
01/03/2024 20:00,0,LIGHT,4392.942149,HIGH,13.4,3.24493694,49.48
01/03/2024 21:00,0,LIGHT,4384.190871,HIGH,14.4,3.29412222,67.04
01/03/2024 22:00,0,LIGHT,4370.329218,HIGH,13.8,1.91265225,94.6
01/03/2024 23:00,0,LIGHT,4359.194215,HIGH,13.5,0.73370111,102.07
02/03/2024 00:00,0,LIGHT,4365.836735,HIGH,12.8,1.31232667,123.37
02/03/2024 01:00,0,LIGHT,4365.300412,HIGH,11.5,1.03755331,138.63
02/03/2024 02:00,0,LIGHT,4360.946502,HIGH,11.1,0.6562494,143.53
02/03/2024 03:00,0,LIGHT,4351.367769,HIGH,10,0.92803621,162.06
02/03/2024 04:00,0,LIGHT,4342.286885,HIGH,9.8,2.64366388,168.3
02/03/2024 05:00,0,LIGHT,4336.251029,HIGH,8.9,4.05208683,187
02/03/2024 06:00,0,LIGHT,4330.15102,HIGH,8.5,3.5296936,196.8
02/03/2024 07:00,0,LIGHT,4340.610169,HIGH,7.9,1.76652288,202.4
02/03/2024 08:00,0,LIGHT,4368.219917,HIGH,7.7,0.92803621,205.3
02/03/2024 09:00,0,LIGHT,4383.692946,HIGH,8.5,2.10017395,190.3
02/03/2024 10:00,0,LIGHT,4390.925,HIGH,9.3,2.64366388,182.5
02/03/2024 11:00,0,LIGHT,4399.635983,HIGH,9.8,3.94507098,175
02/03/2024 12:00,0,LIGHT,4400.395833,HIGH,10.6,4.19471979,165.62
02/03/2024 13:00,0,LIGHT,4402.05,HIGH,11.1,3.02248573,161.82
02/03/2024 14:00,0,LIGHT,4414.834025,HIGH,12.1,2.07442665,144.5
02/03/2024 15:00,0,LIGHT,4417.518672,HIGH,12.7,2.07442665,137.95
02/03/2024 16:00,0,LIGHT,4420.514523,HIGH,13,1.39190221,127.5
02/03/2024 17:00,0,LIGHT,4411.4875,HIGH,13.2,1.91265225,122.2
02/03/2024 18:00,0,LIGHT,4397.645833,HIGH,13.6,1.39190221,106.96
02/03/2024 19:00,0,LIGHT,4384.858333,HIGH,13.9,1.91265225,84.6
02/03/2024 20:00,0,LIGHT,4381.975,HIGH,13.6,4.40595388,80.65
02/03/2024 21:00,0,LIGHT,4371.804167,HIGH,13.6,1.64024699,73.21
02/03/2024 22:00,0,LIGHT,4360.941667,HIGH,13.8,2.07442665,65.24
02/03/2024 23:00,0,LIGHT,4358.004167,HIGH,13.5,3.02248573,60.31
03/03/2024 00:00,0,LIGHT,4345.614108,HIGH,13.1,3.27780986,50.8
03/03/2024 01:00,0,LIGHT,4343.763485,HIGH,12.2,3.02248573,36.8
03/03/2024 02:00,0,LIGHT,4339.253112,HIGH,11.7,3.94507098,22.847
03/03/2024 03:00,0,LIGHT,4342.120833,HIGH,11.4,4.27048397,14.37
03/03/2024 04:00,0,LIGHT,4340.128631,HIGH,11.1,4.86640167,6.408
03/03/2024 05:00,0,LIGHT,4346.518519,HIGH,11,5.55126858,5.013
03/03/2024 06:00,0,LIGHT,4366.520833,HIGH,11,1.67271197,17.17
03/03/2024 07:00,0,LIGHT,4336.877637,HIGH,11.3,3.34257746,29.214
03/03/2024 08:00,0,LIGHT,4354.720833,HIGH,11.9,4.05208683,39.53
03/03/2024 09:00,0,LIGHT,4366.154167,HIGH,12.5,1.64024699,48.63
03/03/2024 10:00,0,LIGHT,4376.083333,HIGH,12.9,3.34257746,54.18
03/03/2024 11:00,0,LIGHT,4378.075,HIGH,13.1,4.30785942,77.78
03/03/2024 12:00,0,LIGHT,4378.920833,HIGH,13.1,1.35270059,80.63
03/03/2024 13:00,0,LIGHT,4379.116667,HIGH,13.2,1.99518502,97.5
03/03/2024 14:00,0,LIGHT,4379.7625,HIGH,13.1,5.4448719,105.92
03/03/2024 15:00,0,LIGHT,4386.091667,HIGH,13.1,8.34494781,116.1
03/03/2024 16:00,0,LIGHT,4387.741667,HIGH,13,6.56660986,101
03/03/2024 17:00,0,LIGHT,4381.5875,HIGH,13,6.73358679,84.65
03/03/2024 18:00,0,LIGHT,4372.35,HIGH,13,4.91003084,70.63
03/03/2024 19:00,0,LIGHT,4357.79668,HIGH,12.1,2.31902623,40.59
03/03/2024 20:00,0,LIGHT,4352.270833,HIGH,11.2,2.82047844,27.876
03/03/2024 21:00,0,LIGHT,4352.568465,HIGH,10.9,3.5296936,19.117
03/03/2024 22:00,0,LIGHT,4360.171548,HIGH,10.9,2.9324019,6.056
03/03/2024 23:00,0,LIGHT,4363.35,HIGH,11.2,4.58413982,8.602
04/03/2024 00:00,0,LIGHT,4353.991701,HIGH,11.2,4.63047934,14.563
04/03/2024 01:00,0,LIGHT,4340.854772,HIGH,11.7,1.64024699,27.635
04/03/2024 02:00,0,LIGHT,4337.345833,HIGH,13.3,1.64024699,43.97
04/03/2024 03:00,0,LIGHT,4331.327801,HIGH,14.8,1.03755331,55.7
04/03/2024 04:00,0,LIGHT,4327.744856,HIGH,15.1,1.18295407,70.34
04/03/2024 05:00,0,LIGHT,4320.975207,HIGH,15.1,1.85558569,94.6
04/03/2024 06:00,0,LIGHT,4316.747934,HIGH,14,1.46716166,113.27
04/03/2024 07:00,0,LIGHT,4321.198198,HIGH,12.7,2.31902623,134.78
04/03/2024 08:00,0,LIGHT,4355.058333,HIGH,11.8,2.96876574,150.58
04/03/2024 09:00,0,LIGHT,4365.808333,HIGH,10.6,3.82105112,165.2
04/03/2024 10:00,0,LIGHT,4374.713115,HIGH,9.8,5.48380661,166.55
04/03/2024 11:00,0,LIGHT,4384.378601,HIGH,8.7,5.59894562,170.5
04/03/2024 12:00,0,LIGHT,4393.074074,HIGH,8.5,3.02248573,119.12
04/03/2024 13:00,0,LIGHT,4390.586066,HIGH,8.2,1.76652288,114.43
04/03/2024 14:00,0,LIGHT,4393.106557,HIGH,8.6,0.98432028,95.27
04/03/2024 15:00,0,LIGHT,4404.227273,HIGH,8.8,1.31232667,83.44
04/03/2024 16:00,0,LIGHT,4408.666667,HIGH,9.7,1.35270059,68.16
04/03/2024 17:00,0,LIGHT,4404.561475,HIGH,11,0.46404853,39.26
04/03/2024 18:00,0,LIGHT,4392.950617,HIGH,10.6,1.99518502,30.85
04/03/2024 19:00,0,LIGHT,4385.904564,HIGH,10.3,1.39190221,20.18
04/03/2024 20:00,0,LIGHT,4377.636735,HIGH,10,1.67271197,8.434
04/03/2024 21:00,0,LIGHT,4372.219512,HIGH,10,1.31232667,1.7796
04/03/2024 22:00,0,LIGHT,4369.784232,HIGH,10,3.54483652,11.63
04/03/2024 23:00,0,LIGHT,4365.253061,HIGH,10.4,5.1224966,25.056
05/03/2024 00:00,0,LIGHT,4367.53252,HIGH,10.8,5.17422199,34.735
05/03/2024 01:00,0,LIGHT,4361.459016,HIGH,11.2,3.09265065,45.87
05/03/2024 02:00,0,LIGHT,4354.00823,HIGH,12.5,1.35270059,64.32
05/03/2024 03:00,0,LIGHT,4345.958506,HIGH,13.4,1.64024699,78.37
05/03/2024 04:00,0,LIGHT,4340.122449,HIGH,14,1.76652288,106.1
05/03/2024 05:00,0,LIGHT,4332.220779,HIGH,13.8,1.64024699,85.19
05/03/2024 06:00,0,LIGHT,4325.78355,HIGH,13.5,1.03755331,77.24
05/03/2024 07:00,0,LIGHT,4329.013333,HIGH,10.6,1.39190221,29.614
05/03/2024 08:00,0,LIGHT,4349.468085,HIGH,10.9,0.98432028,7.264
05/03/2024 09:00,0,LIGHT,4363.711382,HIGH,11.6,2.80138683,30.41
05/03/2024 10:00,0,LIGHT,4380.487705,HIGH,10.5,4.1434288,66.89
05/03/2024 11:00,0,LIGHT,4396.04065,HIGH,9.5,3.6637044,93.93
05/03/2024 12:00,0,LIGHT,4402.609756,HIGH,9.1,6.14154291,105.75
05/03/2024 13:00,0,LIGHT,4412.159836,HIGH,9.1,3.34257746,119.54
05/03/2024 14:00,0,LIGHT,4419.553279,HIGH,9.2,2.20014167,129.8
05/03/2024 15:00,0,LIGHT,4414.473251,HIGH,8.5,2.64366388,142.19
05/03/2024 16:00,0,LIGHT,4391.098361,HIGH,7.5,2.10017395,164.63
05/03/2024 17:00,0,LIGHT,4400.663934,HIGH,6.7,0.73370111,179.92
05/03/2024 18:00,0,LIGHT,4416.136364,HIGH,6,3.02248573,207.8
05/03/2024 19:00,0,LIGHT,4399.979079,HIGH,6.3,3.09265065,237.4
05/03/2024 20:00,0,LIGHT,4394.674897,HIGH,6.9,3.61959124,256.6
05/03/2024 21:00,0,LIGHT,4389.211618,HIGH,6,1.03755331,301.64
05/03/2024 22:00,0,LIGHT,4407.658333,HIGH,6.1,2.07442665,334.4
05/03/2024 23:00,0,LIGHT,4391.879167,HIGH,6,3.29412222,312
06/03/2024 00:00,0,LIGHT,4386.254167,HIGH,6.2,2.9324019,302.8
06/03/2024 01:00,0,LIGHT,4370.356846,HIGH,6.5,1.46716166,262.75
06/03/2024 02:00,0,LIGHT,4358.099174,HIGH,6,0.46404853,222.86
06/03/2024 03:00,0,LIGHT,4354.363636,HIGH,7.1,1.18295407,198.53
06/03/2024 04:00,0,LIGHT,4348.033195,HIGH,7.9,2.36490035,168.7
06/03/2024 05:00,0,LIGHT,4341.404167,HIGH,7.9,2.80138683,157.42
06/03/2024 06:00,0,LIGHT,4338.333333,HIGH,7.1,1.76652288,119.54
06/03/2024 07:00,0,LIGHT,4347.283333,HIGH,7,1.03755331,108.45
06/03/2024 08:00,0,LIGHT,4368.229167,HIGH,7,0.92803621,100.8
06/03/2024 09:00,0,LIGHT,4387.1625,HIGH,7,1.64024699,100.85
06/03/2024 10:00,0,LIGHT,4394.545833,HIGH,7.4,1.03755331,78.57
06/03/2024 11:00,0,LIGHT,4397.395833,HIGH,7.9,0.92803621,68.38
06/03/2024 12:00,0,LIGHT,4409.427386,HIGH,8.3,1.18295407,53.72
06/03/2024 13:00,0,LIGHT,4419.770833,HIGH,8.3,2.56114078,48.96
06/03/2024 14:00,0,LIGHT,4426.5125,HIGH,8.6,4.6534729,31.3
06/03/2024 15:00,0,LIGHT,4429.745833,HIGH,8.7,5.4448719,9.924
06/03/2024 16:00,0,LIGHT,4426.054167,HIGH,9.1,2.36490035,17.693
06/03/2024 17:00,0,LIGHT,4426.9125,HIGH,9.5,3.94507098,37.81
06/03/2024 18:00,0,LIGHT,4418.995833,HIGH,9.7,1.99518502,46.835
06/03/2024 19:00,0,LIGHT,4409.755187,HIGH,10,1.03755331,62.24
06/03/2024 20:00,0,LIGHT,4403.475207,HIGH,9.3,1.39190221,75.47
06/03/2024 21:00,0,LIGHT,4392.151639,HIGH,8.1,0.6562494,108.01
06/03/2024 22:00,0,LIGHT,4385.826446,HIGH,7.7,1.99518502,120.26
06/03/2024 23:00,0,LIGHT,4374.922449,HIGH,8.2,2.31902623,133.61
07/03/2024 00:00,0,LIGHT,4373.194215,HIGH,8.8,0.6562494,147.33
07/03/2024 01:00,0,LIGHT,4381.971074,HIGH,8.9,0.73370111,149.2
07/03/2024 02:00,0,LIGHT,4397.592593,HIGH,9.3,2.20014167,108.52
07/03/2024 03:00,0,LIGHT,4374.450413,HIGH,10.1,0.73370111,104.34
07/03/2024 04:00,0,LIGHT,4366.241803,HIGH,11.8,1.46716166,74.22
07/03/2024 05:00,0,LIGHT,4365.457143,HIGH,12.2,2.29574394,71.02
07/03/2024 06:00,0,LIGHT,4357.50813,HIGH,10.8,3.228374,41.63
07/03/2024 07:00,0,LIGHT,4357.72314,HIGH,10.1,3.94507098,24.01
07/03/2024 08:00,0,LIGHT,4366.622951,HIGH,9.3,3.5296936,0
07/03/2024 09:00,0,LIGHT,4376.389344,HIGH,9.2,5.28619814,0
07/03/2024 10:00,0,LIGHT,4397.159184,HIGH,8.7,5.48380661,18.076
07/03/2024 11:00,0,LIGHT,4412.20332,HIGH,8.1,4.63047934,49.75
07/03/2024 12:00,0,LIGHT,4417.713115,HIGH,7.3,3.83503151,72.76
07/03/2024 13:00,0,LIGHT,4424.004115,HIGH,7,1.35270059,95.73
07/03/2024 14:00,0,LIGHT,4427.012245,HIGH,7,2.07442665,103.87
07/03/2024 15:00,0,LIGHT,4425.199203,HIGH,7.6,2.6232779,134.2
07/03/2024 16:00,0,LIGHT,4427.474104,HIGH,8.9,4.86640167,160.58
07/03/2024 17:00,0,LIGHT,4424.6917,HIGH,8.5,2.80138683,178.28
07/03/2024 18:00,0,LIGHT,4420.852459,HIGH,6,5.08072853,232.5
07/03/2024 19:00,0,LIGHT,4418.901235,HIGH,6.2,1.35270059,260.35
07/03/2024 20:00,0,LIGHT,4417.378601,HIGH,6.5,2.9324019,271.73
07/03/2024 21:00,0,LIGHT,4425.087137,HIGH,6.3,1.64024699,213.45
07/03/2024 22:00,0,LIGHT,4422.586777,HIGH,6.9,3.94507098,203.7
07/03/2024 23:00,0,LIGHT,4405.285124,HIGH,7,1.91265225,107.78
08/03/2024 00:00,0,LIGHT,4391.536885,HIGH,7,1.35270059,103.47
08/03/2024 01:00,0,LIGHT,4383.885714,HIGH,7.5,2.10017395,43.8
08/03/2024 02:00,0,LIGHT,4382.293878,HIGH,7.2,3.02248573,5.534
08/03/2024 03:00,0,LIGHT,4375.922764,HIGH,6.2,1.18295407,18.44
08/03/2024 04:00,0,LIGHT,4374.318367,HIGH,5.4,5.58944368,33.62
08/03/2024 05:00,0,LIGHT,4370.889796,HIGH,6.2,5.415483,48.51
08/03/2024 06:00,0,LIGHT,4360.520161,HIGH,6.8,2.82047844,78.53
08/03/2024 07:00,0,LIGHT,4357.9,HIGH,7,1.91265225,84.33
08/03/2024 08:00,0,LIGHT,4375.675,HIGH,7.4,2.9324019,94.78
08/03/2024 09:00,0,LIGHT,4389.5125,HIGH,7.7,3.42179823,103.8
08/03/2024 10:00,0,LIGHT,4395.746888,HIGH,9.3,2.64366388,131.6
08/03/2024 11:00,0,LIGHT,4412.236515,HIGH,10,1.46716166,140.1
08/03/2024 12:00,0,LIGHT,4433.049587,HIGH,11,3.29412222,154.04
08/03/2024 13:00,0,LIGHT,4452.695833,HIGH,9.8,3.5296936,137.14
08/03/2024 14:00,0,LIGHT,4463.179167,HIGH,7.5,3.6637044,108.25
08/03/2024 15:00,0,LIGHT,4459.920833,HIGH,6.6,3.95860839,123.9503949
08/03/2024 16:00,0,LIGHT,4460.045833,HIGH,5.6,1.64024699,86.28
08/03/2024 17:00,0,LIGHT,4455.345833,HIGH,5.3,0.98432028,77.12
08/03/2024 18:00,0,LIGHT,4440.816667,HIGH,6.9,0.73370111,29.05
08/03/2024 19:00,0,LIGHT,4439.983402,HIGH,7.3,2.64366388,0
08/03/2024 20:00,0,LIGHT,4440.491667,HIGH,7.4,3.42179823,5.439
08/03/2024 21:00,0,LIGHT,4453.1,HIGH,7.4,2.70389485,42.94
08/03/2024 22:00,0,LIGHT,4511.6625,HIGH,7,3.10994267,83.5
08/03/2024 23:00,0,LIGHT,4529.570833,HIGH,7.6,0.73370111,134.88
09/03/2024 00:00,0,LIGHT,4481.239496,HIGH,7.6,1.9680599,145.84
09/03/2024 01:00,0,LIGHT,4442.119617,HIGH,7.7,3.54483652,211.5
09/03/2024 02:00,0,LIGHT,4428.74359,HIGH,6.7,4.72177029,251
09/03/2024 03:00,0,LIGHT,4414.441176,HIGH,7.3,3.48386598,289.6
09/03/2024 04:00,0,LIGHT,4412.254777,HIGH,7.6,2.64366388,298.3
09/03/2024 05:00,0,LIGHT,4413.351351,HIGH,9.1,2.64366388,346.66
09/03/2024 06:00,0,LIGHT,4413.12931,HIGH,8.4,3.02248573,356.4
09/03/2024 07:00,0,LIGHT,4416.018868,HIGH,7.3,3.61959124,287
09/03/2024 08:00,0,LIGHT,4469.277027,HIGH,7.1,1.18295407,266.45
09/03/2024 09:00,0,LIGHT,4530.712821,HIGH,6.5,2.10017395,147.9
09/03/2024 10:00,0,LIGHT,4546.596244,HIGH,12.4,0.92803621,49.54
09/03/2024 11:00,0,LIGHT,4543.668103,HIGH,12.2,3.95860839,9.002
09/03/2024 12:00,0,LIGHT,4532.142259,HIGH,12.2,5.48380661,2.6676
09/03/2024 13:00,0,LIGHT,4513.306723,HIGH,11.4,3.6637044,12.235
09/03/2024 14:00,0,LIGHT,4547.125,HIGH,10,2.36490035,40.18
09/03/2024 15:00,0,LIGHT,4512.736607,HIGH,9.7,2.38750553,48.15
09/03/2024 16:00,0,LIGHT,4489.479452,HIGH,8.3,3.09265065,85.92
09/03/2024 17:00,0,LIGHT,4483.57037,HIGH,8.5,5.27611876,109.3
09/03/2024 18:00,0,LIGHT,4482.137615,HIGH,8.6,5.32632017,154.62
09/03/2024 19:00,0,LIGHT,4486.014493,HIGH,5.7,4.19471979,194.1
09/03/2024 20:00,0,LIGHT,4487.482517,HIGH,4.6,4.68774796,209.67
09/03/2024 21:00,0,LIGHT,4490.751445,HIGH,4.7,3.54483652,209.7
09/03/2024 22:00,0,LIGHT,4495.172414,HIGH,9.5,1.35270059,115.53
09/03/2024 23:00,0,LIGHT,4653.685714,HIGH,9.4,3.54483652,109.14
10/03/2024 00:00,0,LIGHT,4701.423077,HIGH,9.2,5.11208725,92.36
10/03/2024 01:00,0,LIGHT,4646.644578,HIGH,9.6,3.5296936,61.11
10/03/2024 02:00,0,LIGHT,4588.454545,HIGH,8.7,0.92803621,14.492
10/03/2024 03:00,0,LIGHT,4539.358025,HIGH,8.5,0.46404853,0
10/03/2024 04:00,0,LIGHT,4526.931034,HIGH,9.3,2.56114078,51.08
10/03/2024 05:00,0,LIGHT,4514.75,HIGH,8.7,4.10453463,89.11
10/03/2024 06:00,0,LIGHT,4498.592593,HIGH,6.9,3.54483652,153.6
10/03/2024 07:00,0,LIGHT,4487,HIGH,7.6,1.99518502,282
10/03/2024 08:00,0,LIGHT,4510.069565,HIGH,7.8,1.91265225,299.4
10/03/2024 09:00,0,LIGHT,4513.864979,HIGH,6.8,1.85558569,426.2
10/03/2024 10:00,0,LIGHT,4514.008299,HIGH,7,1.31232667,434.2
10/03/2024 11:00,0,LIGHT,4511.833333,HIGH,7.1,0.98432028,443.2
10/03/2024 12:00,0,LIGHT,4527.86722,HIGH,6.8,2.9324019,420.4
10/03/2024 13:00,0,LIGHT,4556.471074,HIGH,6.6,2.10017395,397.14
10/03/2024 14:00,0,LIGHT,4577.224066,HIGH,4.1,0.6562494,188.4
10/03/2024 15:00,0,LIGHT,4583.45,HIGH,9.3,3.5296936,106.91
10/03/2024 16:00,0,LIGHT,4606.716667,HIGH,12.8,3.73605657,28.68
10/03/2024 17:00,0,LIGHT,4578.846473,HIGH,6.5,2.31902623,85.69
10/03/2024 18:00,0,LIGHT,4560.452282,HIGH,6.8,2.80138683,104.2
10/03/2024 19:00,0,LIGHT,4554.849785,HIGH,7.5,1.03755331,149.36
10/03/2024 20:00,0,LIGHT,4550.955882,HIGH,5.9,1.85558569,205.95
10/03/2024 21:00,0,LIGHT,4553.32287,HIGH,6,2.07442665,214.4
10/03/2024 22:00,0,LIGHT,4556.268657,HIGH,6,2.82047844,224.37
10/03/2024 23:00,0,LIGHT,4563.515789,HIGH,6.3,4.91003084,268.23
11/03/2024 00:00,0,LIGHT,4655.18593,HIGH,6.4,1.31232667,275.73
11/03/2024 01:00,0,LIGHT,4641.841379,HIGH,6.2,4.72177029,267.9
