Rainfall,Water Level,Elevation,Slope,Distance from River,Flood Status
19.93220339,4399.3875,5.1,1.31232667,308.2,1
19.93220339,4399.3875,5.3,1.03755331,349.06,1
19.93220339,4399.3875,6.2,0.6562494,376.6,1
19.93220339,4399.3875,5.8,0.92803621,342.4,1
19.93220339,4399.3875,5.7,2.64366388,330.85,1
19.93220339,4399.3875,5.1,4.05208683,187.44,1
19.93220339,4399.3875,5.8,3.5296936,167.05,1
19.93220339,4399.3875,9.7,1.76652288,4.703,2
19.93220339,4399.3875,5.4,0.92803621,120.5,1
19.93220339,4399.3875,6.0,2.10017395,207.92,2
19.93220339,4399.3875,6.7,2.64366388,261.24,2
19.93220339,4399.3875,4.5,3.94507098,338.7,1
19.93220339,4399.3875,6.3,4.19471979,418.66,1
19.93220339,4399.3875,5.4,3.02248573,450.3,0
19.93220339,4399.3875,5.0,2.07442665,460.75,1
19.93220339,4399.3875,2.4,2.07442665,528.1,1
19.93220339,4399.3875,5.5,1.39190221,575.6,1
19.93220339,4399.3875,6.0,1.91265225,588.0,1
19.93220339,4399.3875,5.8,1.39190221,663.0,1
19.93220339,4399.3875,5.4,1.91265225,678.6,1
19.93220339,4399.3875,5.8,4.40595388,662.5,0
19.93220339,4399.3875,6.6,1.64024699,394.2,1
19.93220339,4399.3875,7.0,2.07442665,259.43,2
19.93220339,4399.3875,6.3,3.02248573,222.05,1
19.93220339,4399.3875,6.0,3.27780986,156.68,2
19.93220339,4399.3875,6.4,3.02248573,100.16,2
19.93220339,4399.3875,9.1,3.94507098,69.78,2
19.93220339,4399.3875,10.9,4.27048397,37.574,2
19.93220339,4399.3875,11.2,4.86640167,28.056,2
19.93220339,4399.3875,7.6,5.55126858,5.191,2
19.93220339,4399.3875,5.2,1.67271197,58.77,1
19.93220339,4399.3875,6.2,3.34257746,85.97,2
19.93220339,4399.3875,6.5,4.05208683,102.47,2
19.93220339,4399.3875,7.4,1.64024699,96.12,2
19.93220339,4399.3875,7.7,3.34257746,94.74,2
19.93220339,4399.3875,7.9,4.30785942,87.4,2
19.93220339,4399.3875,6.3,1.35270059,54.86,2
19.93220339,4399.3875,7.1,1.99518502,24.175,2
19.93220339,4399.3875,6.4,5.4448719,76.97,2
19.93220339,4399.3875,5.7,8.34494781,115.83,1
19.93220339,4399.3875,5.7,6.56660986,123.63,1
19.93220339,4399.3875,5.5,6.73358679,211.3,1
19.93220339,4399.3875,2.8,4.91003084,267.43,2
19.93220339,4399.3875,4.3,2.31902623,372.3,2
19.93220339,4399.3875,4.6,2.82047844,432.05,1
19.93220339,4399.3875,4.7,3.5296936,462.9,1
19.93220339,4399.3875,4.1,2.9324019,505.0,1
19.93220339,4399.3875,3.6,4.58413982,522.7,1
19.93220339,4399.3875,3.5,4.63047934,538.1,1
19.93220339,4399.3875,3.4,1.64024699,522.1,1
19.93220339,4399.3875,4.5,1.64024699,489.2,1
19.93220339,4399.3875,5.8,1.03755331,196.96,1
19.93220339,4399.3875,5.7,1.18295407,104.49,1
19.93220339,4399.3875,7.6,1.85558569,19.505,2
19.93220339,4399.3875,4.5,1.46716166,29.57,2
19.93220339,4399.3875,5.2,2.31902623,43.14,1
19.93220339,4399.3875,6.5,2.96876574,62.66,2
19.93220339,4399.3875,8.1,3.82105112,79.43,2
19.93220339,4399.3875,8.4,5.48380661,84.56,2
19.93220339,4399.3875,9.2,5.59894562,99.82,2
19.93220339,4399.3875,9.6,3.02248573,110.96,2
19.93220339,4399.3875,9.7,1.76652288,131.52,2
19.93220339,4399.3875,9.8,0.98432028,142.26,2
19.93220339,4399.3875,9.0,1.31232667,156.1,2
19.93220339,4399.3875,5.2,1.35270059,213.6,1
19.93220339,4399.3875,6.1,0.46404853,180.03,2
19.93220339,4399.3875,6.7,1.99518502,167.78,2
19.93220339,4399.3875,7.1,1.39190221,146.84,2
19.93220339,4399.3875,6.9,1.67271197,132.03,2
19.93220339,4399.3875,5.4,1.31232667,54.56,1
19.93220339,4399.3875,5.3,3.54483652,41.84,1
19.93220339,4399.3875,5.2,5.1224966,30.17,1
19.93220339,4399.3875,8.8,5.17422199,74.99,2
19.93220339,4399.3875,6.2,3.09265065,195.7,2
19.93220339,4399.3875,6.1,1.35270059,206.0,2
19.93220339,4399.3875,11.0,1.64024699,300.1,1
19.93220339,4399.3875,5.6,1.76652288,361.16,1
19.93220339,4399.3875,6.0,1.64024699,448.35,1
19.93220339,4399.3875,2.4,1.03755331,510.7,1
1.830508475,4361.708333,8.3,5.58944368,322.0,1
1.830508475,4361.708333,9.2,5.415483,316.0,1
1.830508475,4361.708333,9.6,2.82047844,302.0,1
1.830508475,4361.708333,9.3,1.91265225,269.0,1
1.830508475,4361.708333,8.8,2.9324019,261.0,1
1.830508475,4361.708333,8.9,3.42179823,240.34,1
1.830508475,4361.708333,8.6,2.64366388,221.56,1
1.830508475,4361.708333,8.7,1.46716166,210.1,1
1.830508475,4361.708333,9.0,3.29412222,198.1,1
1.830508475,4361.708333,9.0,3.5296936,187.1,1
1.830508475,4361.708333,11.3,3.6637044,141.14,1
1.830508475,4361.708333,12.2,3.95860839,123.6,1
1.830508475,4361.708333,12.4,1.64024699,118.64,1
1.830508475,4361.708333,12.8,0.98432028,97.69,1
1.830508475,4361.708333,12.7,0.73370111,78.11,1
1.830508475,4361.708333,12.3,2.64366388,72.18,1
1.830508475,4361.708333,11.0,3.42179823,46.33,1
1.830508475,4361.708333,10.2,2.70389485,33.99,1
1.830508475,4361.708333,9.8,3.10994267,27.514,1
1.830508475,4361.708333,7.8,0.73370111,9.087,1
1.830508475,4361.708333,7.3,1.9680599,4.069,1
1.830508475,4361.708333,7.3,3.54483652,22.625,1
1.830508475,4361.708333,8.1,4.72177029,35.62,1
1.830508475,4361.708333,14.5,3.48386598,73.33,1
1.830508475,4361.708333,16.0,2.64366388,86.2,1
1.830508475,4361.708333,16.3,2.64366388,103.46,1
